1	3.8887545934504027e9
2	7.834387255516725e8
3	3.526827226729606e8
4	2.0894606640991247e8
5	1.3334102183229256e8
6	9.333427219856773e7
7	6.849613221409832e7
8	5.205087046289828e7
9	4.061316158547979e7
10	3.240476712467795e7
11	2.6326519545264706e7
12	2.169256773761314e7
13	1.812450368179555e7
14	1.5310264408210255e7
15	1.3042384591008065e7
16	1.1232745071222119e7
17	9.73669079136246e6
18	8.487476298653513e6
19	7.4641131731774965e6
20	6.597635167384837e6
21	5.855436740253394e6
22	5.217810069221028e6
23	4.680595924258087e6
24	4.214395834105883e6
25	3.8066336519607618e6
26	3.447379934994729e6
27	3.129975396828274e6
28	2.8566640948810745e6
29	2.6142394743259447e6
30	2.3980809399800566e6
31	2.2043928338211724e6
32	2.030033818668424e6
33	1.8723924698014366e6
34	1.7315515967336702e6
35	1.6062769321607861e6
36	1.4927220608386802e6
37	1.389448912487929e6
38	1.29523020645365e6
39	1.2090142530497026e6
40	1.1298987664151222e6
41	1.057105360429217e6
42	989959.4693207936
43	929393.9958302393
44	873993.6478802254
45	822860.406540537
46	775567.5876840218
47	731739.8754627649
48	691046.8996458629
49	653196.4694962954
50	617929.3887123123
51	585015.1121760117
52	554248.0178376838
53	525444.2215562315
54	498595.7843179543
55	474013.0348915086
56	450999.907887266
57	429428.134971316
58	409182.15322951996
59	390157.56549375626
60	372259.88579548744
61	355403.44148239883
62	339510.4048290861
63	324509.94470141997
64	310337.4840144375
65	296934.04722594883
66	284245.6805609416
67	272222.95821375254
68	260820.67990075084
69	249997.42873119094
70	239900.6410533936
71	230402.5772933985
72	221390.4367344726
73	212832.75063682426
74	204700.49430316337
75	196966.86337242878
76	189607.07355808423
77	182598.1810116221
78	175918.9212652397
79	169549.56288754145
80	163471.7749844094
81	157668.53575539083
82	152124.06106499222
83	146823.66872839106
84	141753.68345716767
85	136901.3559134866
86	132254.78961579836
87	127802.87442076245
88	123535.2251780064
89	119442.12568239702
90	115514.47757362283
91	111797.77569005237
92	108264.41350659063
93	104875.14095350163
94	101622.57004604484
95	98499.76141510157
96	95500.19159066571
97	92617.72744445478
98	89846.6160685192
99	87181.44948971641
100	84617.1358016789
101	82148.87749361145
102	79772.15155852922
103	77482.69121521887
104	75276.46905591227
105	73149.68131492188
106	71098.733192547
107	69120.22529874484
108	67210.9410957664
109	65367.83527900841
110	63588.02296746009
111	61868.769644522676
112	60207.48187536491
113	58601.69864901892
114	57049.08327275678
115	55547.41577606628
116	54094.58598493607
117	52688.5904491511
118	51327.52972109489
119	50009.5980105262
120	48749.78811298984
121	47538.41673636865
122	46365.73650601207
123	45230.20796675188
124	44130.36504654363
125	43064.81101785617
126	42032.214654889605
127	41031.306611421875
128	40060.8760285339
129	39119.76736488092
130	38206.877412805356
131	37321.152508892854
132	36461.585901743274
133	35627.21527015679
134	34817.12040623736
135	34030.42103477964
136	33266.27475701435
137	32523.875099778445
138	31802.449666236535
139	31101.258395609242
140	30419.592142656726
141	29756.7728304648
142	29112.15183350869
143	28485.107407117026
144	27875.043363741475
145	27281.387839140192
146	26703.59211697318
147	26141.12953565177
148	25593.494458728128
149	25060.201292507292
150	24540.783568165123
151	24034.793061221273
152	23541.79894098497
153	23061.386973925346
154	22593.158764068554
155	22136.73104030336
156	21691.734971922284
157	21257.81552949926
158	20834.63086767375
159	20421.851745993292
160	20021.381239557173
161	19634.813386944792
162	19257.797004074375
163	18890.03993656041
164	18531.26058751561
165	18181.187459864916
166	17839.558719517987
167	17506.12177736917
168	17180.632924357833
169	16862.857197158708
170	16552.568514756913
171	16249.548844637142
172	15953.587757888157
173	15664.482122440339
174	15382.035806462362
175	15106.05939414372
176	14836.369914241695
177	14572.79058794722
178	14315.150585681386
179	14063.284793172845
180	13817.033590715237
181	13576.24264426377
182	13340.762695960333
183	13110.449367470988
184	12885.162972362028
185	12664.768334900275
186	12449.13462072726
187	12238.135170639403
188	12031.647344250976
189	11829.552370490423
190	11631.735201469019
191	11438.084375876842
192	11248.49188465263
193	11062.853044665997
194	10881.066378338905
195	10703.033496859971
196	10528.658989248886
197	10357.850315452957
198	10190.517702562938
199	10026.574044692396
200	9865.93480689388
201	9708.517931846147
202	9554.243762665135
203	9403.034985907832
204	9254.816730106144
205	9109.516407520268
206	8967.063543249693
207	8827.389703317662
208	8690.428426040322
209	8556.115154902263
210	8424.387174471136
211	8295.183547192806
212	8168.445054843582
213	8044.114142641536
214	7922.134864815089
215	7802.4528317807035
216	7685.015159523486
217	7570.377532697682
218	7458.599128900488
219	7348.917667668093
220	7241.284892526979
221	7135.653869646384
222	7031.97894451013
223	6930.215701388703
224	6830.320924410686
225	6732.252558507774
226	6635.969673253664
227	6541.432427980465
228	6448.602036949842
229	6357.440736481393
230	6267.911753565567
231	6179.979274391092
232	6093.608415080496
233	6008.765193595943
234	5925.41650194995
235	5843.530079765692
236	5763.074488731997
237	5684.019087913644
238	5606.334009509284
239	5529.99013528939
240	5454.959073888374
241	5381.213138761919
242	5308.72532651808
243	5237.469300696059
244	5167.419373913779
245	5098.550527635915
246	5030.838411249001
247	4964.259276942939
248	4898.789958792096
249	4834.407856472284
250	4771.090919304324
251	4708.817630480687
252	4647.566991978325
253	4587.31850984766
254	4528.052179512132
255	4469.748472512965
256	4412.388323508248
257	4355.953117557871
258	4300.424677779886
259	4245.785253197064
260	4192.017507227021
261	4139.104506901309
262	4087.0297120721284
263	4035.77696417285
264	3985.3304758647114
265	3935.6748211007057
266	3886.7949254258524
267	3838.676056286905
268	3791.303814022228
269	3744.664123264112
